class_id	tax_label
314	animalia rotifera eurotatoria flosculariaceae conochilidae conochiloides
315	animalia rotifera eurotatoria flosculariaceae conochilidae conochiloides dossuarius
316	animalia rotifera eurotatoria flosculariaceae conochilidae conochilus
317	animalia rotifera eurotatoria flosculariaceae conochilidae conochilus unicornis
318	animalia rotifera eurotatoria flosculariaceae flosculariidae
319	animalia rotifera eurotatoria flosculariaceae flosculariidae floscularia
320	animalia rotifera eurotatoria flosculariaceae flosculariidae lacinularia flosculosa
321	animalia rotifera eurotatoria flosculariaceae hexarthridae hexarthra
322	animalia rotifera eurotatoria flosculariaceae testudinellidae pompholyx
323	animalia rotifera eurotatoria flosculariaceae testudinellidae pompholyx complanata
324	animalia rotifera eurotatoria flosculariaceae testudinellidae pompholyx sulcata
325	animalia rotifera eurotatoria flosculariaceae testudinellidae testudinella
326	animalia rotifera eurotatoria flosculariaceae testudinellidae testudinella brevicaudata
327	animalia rotifera eurotatoria flosculariaceae testudinellidae testudinella patina
328	animalia rotifera eurotatoria flosculariaceae trochosphaeridae filinia longiseta
329	animalia rotifera eurotatoria flosculariaceae trochosphaeridae tetramastix opoliensis
330	animalia rotifera eurotatoria ploima asplanchnidae asplanchna
331	animalia rotifera eurotatoria ploima asplanchnidae asplanchna priodonta
332	animalia rotifera eurotatoria ploima asplanchnidae asplanchna sieboldi
333	animalia rotifera eurotatoria ploima asplanchnidae asplanchnopus
334	animalia rotifera eurotatoria ploima brachionidae anuraeopsis
335	animalia rotifera eurotatoria ploima brachionidae anuraeopsis fissa
336	animalia rotifera eurotatoria ploima brachionidae brachionus
337	animalia rotifera eurotatoria ploima brachionidae brachionus angularis
338	animalia rotifera eurotatoria ploima brachionidae brachionus budapestinensis
339	animalia rotifera eurotatoria ploima brachionidae brachionus calyciflorus
340	animalia rotifera eurotatoria ploima brachionidae brachionus caudatus
341	animalia rotifera eurotatoria ploima brachionidae brachionus dimidiatus
342	animalia rotifera eurotatoria ploima brachionidae brachionus diversicornis
343	animalia rotifera eurotatoria ploima brachionidae brachionus falcatus
344	animalia rotifera eurotatoria ploima brachionidae brachionus forficula
345	animalia rotifera eurotatoria ploima brachionidae brachionus plicatilis
346	animalia rotifera eurotatoria ploima brachionidae brachionus quadridentatus
347	animalia rotifera eurotatoria ploima brachionidae brachionus sessilis
348	animalia rotifera eurotatoria ploima brachionidae brachionus urceolaris
349	animalia rotifera eurotatoria ploima brachionidae kellicottia
350	animalia rotifera eurotatoria ploima brachionidae kellicottia bostoniensis
351	animalia rotifera eurotatoria ploima brachionidae kellicottia longispina
352	animalia rotifera eurotatoria ploima brachionidae keratella
353	animalia rotifera eurotatoria ploima brachionidae keratella cochlearis
354	animalia rotifera eurotatoria ploima brachionidae keratella quadrata
355	animalia rotifera eurotatoria ploima brachionidae notholca labis
356	animalia rotifera eurotatoria ploima brachionidae platyias patulus
357	animalia rotifera eurotatoria ploima brachionidae platyias quadricornis
358	animalia rotifera eurotatoria ploima dicranophoridae dicranophorus
359	animalia rotifera eurotatoria ploima dicranophoridae dicranophorus uncinatus
360	animalia rotifera eurotatoria ploima dicranophoridae encentrum
361	animalia rotifera eurotatoria ploima epiphanidae epiphanes
362	animalia rotifera eurotatoria ploima euchlanidae dipleuchlanis propatula
363	animalia rotifera eurotatoria ploima euchlanidae euchlanis
364	animalia rotifera eurotatoria ploima euchlanidae euchlanis pyriformis
365	animalia rotifera eurotatoria ploima euchlanidae eudactylota eudactylota
366	animalia rotifera eurotatoria ploima gastropoidae ascomorpha
367	animalia rotifera eurotatoria ploima gastropoidae gastropus stylifer
368	animalia rotifera eurotatoria ploima lecanidae
369	animalia rotifera eurotatoria ploima lecanidae lecane
370	animalia rotifera eurotatoria ploima lecanidae lecane curvicornis
371	animalia rotifera eurotatoria ploima lecanidae lecane flexilis
372	animalia rotifera eurotatoria ploima lecanidae lecane hastata
373	animalia rotifera eurotatoria ploima lecanidae lecane hornemanni
374	animalia rotifera eurotatoria ploima lecanidae lecane infula
375	animalia rotifera eurotatoria ploima lecanidae lecane latissima
376	animalia rotifera eurotatoria ploima lecanidae lecane leontina
377	animalia rotifera eurotatoria ploima lecanidae lecane luna
378	animalia rotifera eurotatoria ploima lecanidae lecane nana
379	animalia rotifera eurotatoria ploima lecanidae lecane papuana
380	animalia rotifera eurotatoria ploima lecanidae lecane stichaea
381	animalia rotifera eurotatoria ploima lecanidae lecane ungulata
382	animalia rotifera eurotatoria ploima lecanidae monostyla
383	animalia rotifera eurotatoria ploima lecanidae monostyla acus
384	animalia rotifera eurotatoria ploima lecanidae monostyla bulla
385	animalia rotifera eurotatoria ploima lecanidae monostyla closterocerca
386	animalia rotifera eurotatoria ploima lecanidae monostyla furcata
387	animalia rotifera eurotatoria ploima lecanidae monostyla hamata
388	animalia rotifera eurotatoria ploima lecanidae monostyla lunaris
389	animalia rotifera eurotatoria ploima lecanidae monostyla opias
390	animalia rotifera eurotatoria ploima lecanidae monostyla pyriformis
391	animalia rotifera eurotatoria ploima lecanidae monostyla quadridentata
392	animalia rotifera eurotatoria ploima lepadellidae colurella
393	animalia rotifera eurotatoria ploima lepadellidae lepadella
394	animalia rotifera eurotatoria ploima lepadellidae lepadella acuminata
395	animalia rotifera eurotatoria ploima lepadellidae lepadella oblonga
396	animalia rotifera eurotatoria ploima lepadellidae lepadella ovalis
397	animalia rotifera eurotatoria ploima lepadellidae lepadella patella
398	animalia rotifera eurotatoria ploima mytilinidae mytilina
399	animalia rotifera eurotatoria ploima mytilinidae mytilina compressa
400	animalia rotifera eurotatoria ploima mytilinidae mytilina trigona
401	animalia rotifera eurotatoria ploima mytilinidae mytilina ventralis
402	animalia rotifera eurotatoria ploima notommatidae
403	animalia rotifera eurotatoria ploima notommatidae cephalodella
404	animalia rotifera eurotatoria ploima notommatidae notommata
405	animalia rotifera eurotatoria ploima scaridiidae scaridium longicaudum
406	animalia rotifera eurotatoria ploima synchaetidae ploesoma
407	animalia rotifera eurotatoria ploima synchaetidae ploesoma hudsoni
408	animalia rotifera eurotatoria ploima synchaetidae ploesoma lenticulare
409	animalia rotifera eurotatoria ploima synchaetidae ploesoma truncatum
410	animalia rotifera eurotatoria ploima synchaetidae polyarthra
411	animalia rotifera eurotatoria ploima synchaetidae polyarthra euryptera
412	animalia rotifera eurotatoria ploima synchaetidae polyarthra remata
413	animalia rotifera eurotatoria ploima synchaetidae polyarthra vulgaris
414	animalia rotifera eurotatoria ploima synchaetidae synchaeta
415	animalia rotifera eurotatoria ploima synchaetidae synchaeta oblonga
416	animalia rotifera eurotatoria ploima synchaetidae synchaeta stylata
417	animalia rotifera eurotatoria ploima synchaetidae synchaeta tremula
418	animalia rotifera eurotatoria ploima trichocercidae diurella collaris
419	animalia rotifera eurotatoria ploima trichocercidae diurella dixon-nuttalli
420	animalia rotifera eurotatoria ploima trichocercidae diurella porcellus
421	animalia rotifera eurotatoria ploima trichocercidae diurella rousseleti
422	animalia rotifera eurotatoria ploima trichocercidae trichocerca
423	animalia rotifera eurotatoria ploima trichocercidae trichocerca bicristata
424	animalia rotifera eurotatoria ploima trichocercidae trichocerca birostris
425	animalia rotifera eurotatoria ploima trichocercidae trichocerca capucina
426	animalia rotifera eurotatoria ploima trichocercidae trichocerca cylindrica
427	animalia rotifera eurotatoria ploima trichocercidae trichocerca elongata
428	animalia rotifera eurotatoria ploima trichocercidae trichocerca longiseta
429	animalia rotifera eurotatoria ploima trichocercidae trichocerca mucosa
430	animalia rotifera eurotatoria ploima trichocercidae trichocerca pusilla
431	animalia rotifera eurotatoria ploima trichocercidae trichocerca rattus
432	animalia rotifera eurotatoria ploima trichotriidae trichotria tetractis
433	bacteria
434	bacteria cyanobacteria
435	bacteria cyanobacteria cyanophyceae
436	bacteria cyanobacteria cyanophyceae chroococcales
437	bacteria cyanobacteria cyanophyceae chroococcales chroococcaceae chroococcus
438	bacteria cyanobacteria cyanophyceae chroococcales microcystaceae aphanothece parallelliformis
439	bacteria cyanobacteria cyanophyceae chroococcales microcystaceae merismopedia
440	bacteria cyanobacteria cyanophyceae gomontiellales gomontiellaceae katagnymene spiralis
441	bacteria cyanobacteria cyanophyceae nostocales aphanizomenonaceae aphanizomenon
442	bacteria cyanobacteria cyanophyceae nostocales aphanizomenonaceae dolichospermum
443	bacteria cyanobacteria cyanophyceae nostocales nodulariaceae anabaenopsis
444	bacteria cyanobacteria cyanophyceae nostocales nodulariaceae nodularia
445	bacteria cyanobacteria cyanophyceae nostocales nodulariaceae nodularia spumigena
446	bacteria cyanobacteria cyanophyceae nostocales rivulariaceae richelia
447	bacteria cyanobacteria cyanophyceae oscillatoriales
448	bacteria cyanobacteria cyanophyceae oscillatoriales microcoleaceae trichodesmium
449	bacteria cyanobacteria cyanophyceae synechococcales coelosphaeriaceae woronichinia
450	chromista
451	chromista bacillariophyta
452	chromista cercozoa thecofilosea
453	chromista cercozoa thecofilosea phaeocalpida castanellidae
454	chromista cercozoa thecofilosea phaeocalpida circoporidae
455	chromista cercozoa thecofilosea phaeocalpida tuscaroridae
456	chromista cercozoa thecofilosea phaeocystida aulacanthidae
457	chromista cercozoa thecofilosea phaeocystida aulacanthidae aulacantha
458	chromista cercozoa thecofilosea phaeocystida aulacanthidae aulographis
459	chromista cercozoa thecofilosea phaeodendrida coelodendridae
460	chromista cercozoa thecofilosea phaeodendrida coelodendridae coelodendrum
461	chromista cercozoa thecofilosea phaeogromida challengeridae challengeron
462	chromista cercozoa thecofilosea phaeogromida medusettidae
463	chromista cercozoa thecofilosea phaeogromida medusettidae euphysetta
464	chromista cercozoa thecofilosea phaeosphaerida aulosphaeridae
465	chromista cercozoa thecofilosea phaeosphaerida cannosphaeridae
466	chromista ciliophora
467	chromista ciliophora heterotrichea
468	chromista ciliophora heterotrichea heterotrichida blepharismidae blepharisma americanum
469	chromista ciliophora heterotrichea heterotrichida spirostomidae spirostomum ambiguum
470	chromista ciliophora heterotrichea heterotrichida stentoridae stentor coeruleus
471	chromista ciliophora litostomatea cyclotrichiida mesodiniidae mesodinium
472	chromista ciliophora litostomatea cyclotrichiida mesodiniidae mesodinium rubrum
473	chromista ciliophora litostomatea haptorida didiniidae didinium
474	chromista ciliophora litostomatea haptorida didiniidae didinium nasutum
475	chromista ciliophora litostomatea haptorida lacrymariidae lacrymaria
