class_id	tax_label
314	chromista haptophyta coccolithophyceae phaeocystales phaeocystaceae phaeocystis jahnii
315	chromista haptophyta coccolithophyceae prymnesiales chrysochromulinaceae chrysochromulina
316	chromista haptophyta coccolithophyceae prymnesiales chrysochromulinaceae chrysochromulina lanceolata
317	chromista haptophyta coccolithophyceae prymnesiales chrysochromulinaceae chrysochromulina parkeae
318	chromista haptophyta coccolithophyceae syracosphaerales calciosoleniaceae calciosolenia brasiliensis
319	chromista haptophyta coccolithophyceae syracosphaerales rhabdosphaeraceae discosphaera tubifera
320	chromista haptophyta coccolithophyceae syracosphaerales rhabdosphaeraceae rhabdosphaera clavigera
321	chromista haptophyta coccolithophyceae syracosphaerales syracosphaeraceae calciopappus caudatus
322	chromista haptophyta coccolithophyceae syracosphaerales syracosphaeraceae ophiaster
323	chromista haptophyta coccolithophyceae syracosphaerales syracosphaeraceae syracosphaera pulchra
324	chromista haptophyta coccolithophyceae zygodiscales pontosphaeraceae scyphosphaera apsteinii
325	chromista heterokontophyta bacillariophyceae
326	chromista heterokontophyta bacillariophyceae asterolamprales
327	chromista heterokontophyta bacillariophyceae asterolamprales asterolampraceae asteromphalus
328	chromista heterokontophyta bacillariophyceae asterolamprales asterolampraceae asteromphalus sarcophagus
329	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae
330	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae bacillaria
331	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae cylindrotheca
332	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae cylindrotheca closterium
333	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae fragilariopsis
334	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae nitzschia
335	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae nitzschia paleacea
336	chromista heterokontophyta bacillariophyceae bacillariales bacillariaceae pseudo-nitzschia
337	chromista heterokontophyta bacillariophyceae bacillariophyceae bacillariophyceae neomoelleria cornuta
338	chromista heterokontophyta bacillariophyceae biddulphiales biddulphiaceae biddulphia
339	chromista heterokontophyta bacillariophyceae biddulphiales biddulphiaceae isthmia
340	chromista heterokontophyta bacillariophyceae biddulphiales biddulphiaceae neobrightwellia alternans
341	chromista heterokontophyta bacillariophyceae biddulphiales biddulphiaceae trigonium
342	chromista heterokontophyta bacillariophyceae centrales
343	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae bacteriastrum
344	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros
345	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros affinis
346	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros anastomosans
347	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros dadayi
348	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros danicus
349	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros decipiens
350	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros didymus
351	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros diversus
352	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros peruvianus
353	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros socialis
354	chromista heterokontophyta bacillariophyceae chaetocerotanae chaetocerotaceae chaetoceros tortissimus
355	chromista heterokontophyta bacillariophyceae climacospheniales climacospheniaceae climacosphenia
356	chromista heterokontophyta bacillariophyceae corethrales corethraceae corethron
357	chromista heterokontophyta bacillariophyceae coscinodiscales coscinodiscaceae
358	chromista heterokontophyta bacillariophyceae coscinodiscales coscinodiscaceae coscinodiscus
359	chromista heterokontophyta bacillariophyceae coscinodiscales gossleriellaceae gossleriella
360	chromista heterokontophyta bacillariophyceae coscinodiscales hemidiscaceae hemidiscus
361	chromista heterokontophyta bacillariophyceae ethmodiscales ethmodiscaceae ethmodiscus gazellae
362	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae
363	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae asterionella
364	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae asterionella bleakeleyi
365	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae asterionellopsis
366	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae asterionellopsis glacialis
367	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae bleakeleya
368	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae ceratoneis closterium
369	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae ctenophora
370	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae diatoma
371	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae diatoma tenuis
372	chromista heterokontophyta bacillariophyceae fragilariales fragilariaceae fragilaria
373	chromista heterokontophyta bacillariophyceae hemiaulales bellerocheaceae bellerochea
374	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae cerataulina
375	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae cerataulina pelagica
376	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae climacodium
377	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae climacodium crocosphaera
378	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae eucampia
379	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae eucampia cornuta
380	chromista heterokontophyta bacillariophyceae hemiaulales hemiaulaceae hemiaulus
381	chromista heterokontophyta bacillariophyceae leptocylindrales leptocylindraceae leptocylindrus
382	chromista heterokontophyta bacillariophyceae leptocylindrales leptocylindraceae leptocylindrus mediterraneus
383	chromista heterokontophyta bacillariophyceae leptocylindrales leptocylindraceae tenuicylindrus belgicus
384	chromista heterokontophyta bacillariophyceae licmophorales licmophoraceae licmophora
385	chromista heterokontophyta bacillariophyceae lithodesmiales lithodesmiaceae ditylum
386	chromista heterokontophyta bacillariophyceae lithodesmiales lithodesmiaceae helicotheca tamesis
387	chromista heterokontophyta bacillariophyceae lithodesmiales lithodesmiaceae lithodesmium
388	chromista heterokontophyta bacillariophyceae lithodesmiales lithodesmiaceae lithodesmium variabile
389	chromista heterokontophyta bacillariophyceae lithodesmiales lithodesmiaceae mediopyxis
390	chromista heterokontophyta bacillariophyceae lithodesmiales lithodesmiaceae pauliella taeniata
391	chromista heterokontophyta bacillariophyceae mastogloiales mastogloiaceae mastogloia
392	chromista heterokontophyta bacillariophyceae melosirales melosiraceae
393	chromista heterokontophyta bacillariophyceae melosirales melosiraceae melosira
394	chromista heterokontophyta bacillariophyceae melosirales melosiraceae melosira arctica
395	chromista heterokontophyta bacillariophyceae melosirales stephanopyxidaceae stephanopyxis
396	chromista heterokontophyta bacillariophyceae naviculales
397	chromista heterokontophyta bacillariophyceae naviculales naviculaceae haslea silbo
398	chromista heterokontophyta bacillariophyceae naviculales plagiotropidaceae plagiotropis
399	chromista heterokontophyta bacillariophyceae naviculales pleurosigmataceae
400	chromista heterokontophyta bacillariophyceae naviculales pleurosigmataceae pleurosigma
401	chromista heterokontophyta bacillariophyceae paraliales paraliaceae paralia
402	chromista heterokontophyta bacillariophyceae pennales
403	chromista heterokontophyta bacillariophyceae rhaponeidales rhaphoneidaceae delphineis
404	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae
405	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae dactyliosolen
406	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae dactyliosolen blavyanus
407	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae dactyliosolen fragilissimus
408	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae guinardia
409	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae guinardia delicatula
410	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae guinardia flaccida
411	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae guinardia striata
412	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae neocalyptrella
413	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae proboscia
414	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae pseudosolenia
415	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae pseudosolenia calcar-avis
416	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae rhizosolenia
417	chromista heterokontophyta bacillariophyceae rhizosoleniales rhizosoleniaceae rhizosolenia bergonii
418	chromista heterokontophyta bacillariophyceae striatellales striatellaceae striatella
419	chromista heterokontophyta bacillariophyceae surirellales entomoneidaceae entomoneis
420	chromista heterokontophyta bacillariophyceae thalassionematales
421	chromista heterokontophyta bacillariophyceae thalassionematales thalassionemataceae lioloma
422	chromista heterokontophyta bacillariophyceae thalassionematales thalassionemataceae lioloma pacificum
423	chromista heterokontophyta bacillariophyceae thalassionematales thalassionemataceae thalassionema
424	chromista heterokontophyta bacillariophyceae thalassiosirales
425	chromista heterokontophyta bacillariophyceae thalassiosirales lauderiaceae lauderia
426	chromista heterokontophyta bacillariophyceae thalassiosirales lauderiaceae lauderia annulata
427	chromista heterokontophyta bacillariophyceae thalassiosirales skeletonemaceae skeletonema
428	chromista heterokontophyta bacillariophyceae thalassiosirales skeletonemaceae skeletonema marinoi
429	chromista heterokontophyta bacillariophyceae thalassiosirales skeletonemaceae skeletonema menzelii
430	chromista heterokontophyta bacillariophyceae thalassiosirales stephanodiscaceae cyclotella choctawhatcheeana
431	chromista heterokontophyta bacillariophyceae thalassiosirales thalassiosiraceae planktoniella sol
432	chromista heterokontophyta bacillariophyceae thalassiosirales thalassiosiraceae thalassiosira
433	chromista heterokontophyta bacillariophyceae thalassiosirales thalassiosiraceae thalassiosira gravida
434	chromista heterokontophyta bacillariophyceae thalassiosirales thalassiosiraceae thalassiosira levanderi
435	chromista heterokontophyta bacillariophyceae triceratiales triceratiaceae odontella
436	chromista heterokontophyta bacillariophyceae triceratiales triceratiaceae odontella mobiliensis
437	chromista heterokontophyta bacillariophyceae triceratiales triceratiaceae odontella sinensis
